Product	Date_Posted	Star_Rating	Title	Review_Text
Canon PowerShot A640 10MP Digital Camera with 4x Optical Zoom	10-AUG-14	5	Still going strong 8 years later	I bought this camera 8 years ago and wanted to post a quick update on its reliability atter 8 years of use for those of you interested in picking one up in used condition.  This still works great!  It's a nice, fully featured, affordable camera with decent specs (at the time).  I used it extensively for three years, then it was passed on to my wife and then our son.  It's taken abuse from three different people but all mechanicals are in proper working order and there has been no degradation in photo quality.  Hope this helps!
Kodak Easyshare C433 4 MP Digital Camera with 3xOptical Zoom	02-AUG-14	5	Five Stars	Good product, very pleased. Would buy from this seller again.
Olympus Stylus 750 7.1MP Digital Camera with Digital Image Stabilized 5x Optical Zoom and CCD Shift Stabilization	26-JUL-14	2	Not super durable, also, does anyone without a cell phone still use these?	I've owned a number of point-and-shoots and I've found that Olympus has not been one of the stronger contestants. This camera met a premature demise after the front diagonal shutter over the lens stopped working and became stuck half-shut. Yes, I could have had it repaired, but it just wasn't worth it for this point-and-shoot.. If I'm honest, the camera on my S3 is faster and quality is pretty comparable.
Fujifilm Finepix Z5fd 6.3MP Digital Camera with 3x Optical Zoom (Silver)	15-JUL-14	5	Great easy camera	Bought this for my son when he was in college.  He loved it.
Argus VGA Digital Camera Pink 2 Mb Int Mem 1 Aaas	13-AUG-14	5	Five Stars	It is a great product and very good quality. I am very satisfied with this purchase. Thank you.
Olympus SP-550UZ 7.1MP Digital Camera with Dual Image Stabilized 18x Optical Zoom	06-AUG-14	3	Has a few iffy functions, but basically it works ...	Has a few iffy functions, but basically it works. i wouldn't buy another olympus, as they begin to have problems in year 3 or so. will try a cannon or nikon next.
Pentax Optio W30 7.1 MP Digital Camera with 3x Optical Zoom	10-AUG-14	5	Five Stars	The camera works great.  The pictures look good.
Sony Cybershot DSC-S700 7.2MP Digital Camera with 3x Optical Zoom	04-AUG-14	5	Five Stars	I love my camera. The pictures come out beautifully. Very easy to use.
Sony Cybershot DSCW55 7.2MP Digital Camera with 3x Optical Zoom	13-AUG-14	5	Five Stars	Worked great for my vacation!
HP Photosmart R837 7MP Digital Camera with 3x Optical Zoom	13-AUG-14	1	Price Too High	This price is way off.  I bought this camera new many years ago in Walmart for less than $90.  I am looking for a replacement because I dropped mine several times and no longer works.  I love the camera but I wouldn't pay this price in a million years.
Panasonic Lumix DMC-FZ8S 7.2MP Digital Camera with 12x Optical Image Stabilized Zoom	13-JUL-14	5	Five Stars	new in the box.
Panasonic Lumix DMC-FZ8S 7.2MP Digital Camera with 12x Optical Image Stabilized Zoom	18-JUL-14	5	Five Stars	This is an excellent item.
Panasonic Lumix DMCTZ3 7.2MP Digital Camera with 10x Optical Image Stabilized Zoom	26-JUL-14	5	Best camera I've ever owned	I love this camera. Once I figured out all that it can do. I was never without it for 7 years (bought in 2007) until my friend dropped it and now the screen is messed up. Must get it fixed!
Panasonic Lumix DMCTZ3 7.2MP Digital Camera with 10x Optical Image Stabilized Zoom	13-AUG-14	5	Five Stars	The best camera I have ever had
Casio Exilim EXZ1050 10.1MP Digital Camera with 3x Anti Shake Optical Zoom (Silver)	26-JUL-14	3	Casio	Was good at the time.
Casio Exilim EXZ75 7.2MP Digital Camera with 3x Anti Shake Optical Zoom (Silver)	09-AUG-14	1	Big disappointment. Seller said	Big disappointment. Seller said, per ad, that the camera was used but worked fine.  It would not work at all. I have one just like it , and want a back up, so I have all the stuff to make it work. Sent it back for a refund. I guess I will review your offers again and try to pick someone that appears to not be selling junk. Looks like they would test it before sending to avoid all this.
Canon PowerShot A570IS 7.1MP Digital Camera with 4x Optical Image Stabilized Zoom	06-AUG-14	5	Damage control	This purchase replaces the same model camera that was ran over by a vehicle on a Eastern Oregon camping trip and damaged beyond use.  I liked the previous A570IS so well, that I wanted another of the same model.  It has all of the bells and whistles that I want and need, and is the perfect mate to my camera usage.
Canon PowerShot TX1 7.1MP Digital Camera with 10x Optical Image Stabilized Zoom	05-AUG-14	5	7 Years and still going strong!	I have owned this camera for over 7 years now and it has never let me down. Back in 2007, you didn't have a lot of options for hybrid camera/video recorder. There were a couple, but the megapixels were low or it had slow shutter speed. I was very lucky though, at CES in 2006 Canon came out with the TX1.. Here is the killer features folks, Optical Zoom and 720P. This baby has 10x Optical Zoom. Which was huge back then for a hybrid. In addition it has 7.1MP and records in 720P. The lens tucks itself back in and has a little shutter and its all automatic. Even has a standby power program in case you left it running. Software wise it works very well, easy to navigate the LCD. Finally, when your all done it can fit in your pocket. The camera is a little larger than a pack of cigarettes or playing cards, whichever you prefer.. The only drawback to all that glory is storage. At the time I had to keep a laptop nearby to offload video and pictures each day. Even though I was using two 8GB SDHC cards. When recording video, it literally ate through 1GB or so every 15 min.. Flash forward to 2014 and my TX1 has gone to many places. Multiple States, Australia, and recently South Africa on Safari.
Canon PowerShot SD1000 7.1MP Digital Elph Camera with 3x Optical Zoom	11-AUG-14	5	Love this camera!	This little gem takes great picture and video. After years of usage, it's still working great. I paid $150+ for it.  so worth it!
Kodak Easyshare Z1275 12 MP Digital Camera with 5xOptical Zoom	09-AUG-14	4	Four Stars	Pretty good little camera
Fujifilm Finepix S700 7.1MP Digital Camera with 10x Optical Zoom	03-AUG-14	5	This is an awesome camera. Still working well today ...	This is an awesome camera. Still working well today many years later only a bit outdated with technology. However, it still is working well after thousands of pictures.
INTOVA INWD-IC600 6.0 Megapixel Digital Camera with Waterproof Housing -180FT	22-JUL-14	1	Intova customer support were pretty unhelpful - the most they'd offer was a 10% ...	leaked from nearly day one when I bought it maybe four years ago.  Maybe OK if you only stay on the surface, but as soon as you dive down (I'm only snorkelling, so no more than 30 ft), it leaks.. Intova customer support were pretty unhelpful - the most they'd offer was a 10% discount on a newer model.  I will replace with a unit from sealife; not buy from Intova again. Shame, because otherwise it would have been adequate for the price.
VuPoint DC-ST531TBLK-VP - Digital camera - compact - 5.0 Mpix / 12 Mpix (interpolated) - supported memory: MMC, SD	30-JUL-14	3	camera feels cheap and easily broken- we shall see and I will adjust rating ...	Have not used this camera yet- just received it yesterday , however on first inspection, camera feels cheap and easily broken- we shall see and I will adjust rating but very disappointed that I purchased a 16 gb said card only to find out that the camera is only capable of using a 2 gb said card!!!
Fujifilm FinePix AX650 16MP Digital Camera with 2.7-Inch LCD (Black)	14-JUL-14	5	The ease of shooting on this is such that it has pretty much replaced all my oldies but goodies	Talk about moving into the 22nd century. A little extreme, you say. Well, I have a brownie box camera, a konica 2-1/4, a polaroid and a bunch of other cameras .  even a VHS camcorder. The ease of shooting on this is such that it has pretty much replaced all my oldies but goodies. I still save the Konica for special shots, but this is fast, easily editable, simple to print. Wow!
Fujifilm FinePix AX650 16MP Digital Camera with 2.7-Inch LCD (Black)	23-JUL-14	5	Five Stars	excellent camera with lots of extras
Fujifilm FinePix AX650 16MP Digital Camera with 2.7-Inch LCD (Black)	24-JUL-14	5	Worth every penny!	Nice little camera. I bought it to toss in the glove box, but I like it just about as much as my Nikon S9700.
Fujifilm FinePix AX650 16MP Digital Camera with 2.7-Inch LCD (Black)	05-AUG-14	4	Quick focus, great carry size, easy to use...with case and 8GB SD Card	Great battery life. Two AAs lasted 2 1/2 vacation days of regular picture taking, zooming, etc. Seller shipped it with a case and an 8GB SD card! Easy picture taking and lots of stock styles to choose from. Low light is still a problem with a camera in this class of course. But great pictures can be taken with this camera for sure. Quick focus and easy to use. Great SR Auto modes, just like Fuji Film's Finepix version of the Coolpix. Can't beat this camera for vacation because of it's small size. It's a little thick, but very easy to slide in a pocket and snap with one hand.
Cobra Digital Squeezable Kids Camera, Blue DC150-BL	17-JUL-14	2	yucky	Too complicated and do not like the fact that u lose pictures when your battery dies.  My granddaughter has had it for a week and still can't figure out how to take a picture!!!! Save your money and buy a good camera
Leica M8 10.3MP Digital Rangefinder Camera with .68x Viewfinder	25-JUL-14	5	Five Stars	it is really nice
Leica M8 10.3MP Digital Rangefinder Camera with .68x Viewfinder	28-JUL-14	5	Sometimes the greatest camera I've ever used!	If you've read anything about the Leica M8 on the internet you've undoubtedly heard about all of its "issues," so I won't bother going over them to any great extent, but I will add my thoughts on them.. The shutter is louder than a film Leica, no doubt about it, but it's not really loud either.  I'd agree with what some people have said about the shutter making a different kind of noise, but honestly it's as loud as pretty much any DSLR these days.  Of course, there are a couple of advantages to the noisier shutter in the M8 versus the quieter one in the M9, M8.2 and so-called M8.1, such as 1/8000th second top shutter speed and 1/250th flash sync.  In a professional-grade camera, I really appreciate the higher flash sync, so I'll put up with a slightly noisier--but not really noisy--shutter.. One thing that really bothers me:  why no PC-sync port?!  I know a lot of people say, "oh, well a M-rangefinder is about natural light shooting," but that's stupid.  Photography is about controlling light, whether it's existing or not, and sometimes I'd like to be able to plug some studio lights into the camera and still be able to use the shoe for additional viewfinders.  I can't believe the M9 still doesn't have a PC-sync port.. The camera itself is really rather unobtrusive--it's smallish and it looks like something you dug out of your grandpa's closet--unless someone happens to recognize it as a Leica.  It's sort of funny to watch people process why an "antique" camera like this has an LCD on the back, and inevitably they ask, "Is this digital?"  I've always wondered what they'd think if I said no.. I sort of have mixed feelings about removing the bottom plate to change the battery and the SD card, but it's not too much trouble; I know some people think it's a bother, but it is what it is.  Battery life is as you've heard: on the low side.  I usually take my M8 on vacation with me and I'm always careful to charge the battery every night; I'd like to just carry an extra battery pack, but they're stupidly pricey.  I'd guess about 400 shots to a charge when you're not doing a lot of image review.. It has a 1.33x crop factor compared to 35mm film, and that's a little annoying, but to me since it's a rangefinder and you're not actually looking through the lens it seems easier to me to adjust to than the 1.5x or 1.6x common to most DSLRs.  I would still appreciate a full frame sensor, but the M9, ME, and M Typ-240 are just more than I can honestly justify spending on a camera (and sometimes the M8 is as well).  I sold my Voigtlander Color-Skopar 35mm f/2.5 PII and replaced it with their Nokton Classic 35mm f/1.4 MC, and I'm fairly happy with it as a basic "normal" lens, and it wasn't too outrageously expensive.. The general conclusion on the internet is that the M8 is too noisy regarding higher ISO settings.  And I'd maybe agree, but while it's no D810 or 5D Mark III, it's also an improvement over many APS-C DSLRs out there.  Noise aside, I've worked with files from a lot of different cameras and the M8 files have a crispness that I haven't been able to find in other cameras, and I'd wager that the lack of any anti-alias filter in the camera is the reason.  I've compared the M8 against the Canon 7D, and I'd conclude that, in terms of resolution, the M8 is a match for the 7D.  A camera like the 5D Mark III has an advantage at large print sizes, but I think up to 11x14 or so the M8 is a strong contender.. IR/UV sensitivity is an issue, and the whole black-into-magenta thing shows up pretty easily.  Leica sent me two filters to block it, but even with coded lenses the whole cyan corner shift is still a bit of an issue at times.  I've coded my lenses with markers, but my Zeiss and Leica lenses rub off too easily.  Voigtlander lenses have a nice groove in the mount to prevent the self-coding from wearing off, but I tend to favor Zeiss lenses, and I find myself recoding them every four or five lens changes.  But having an infrared sensitive camera is actually pretty nice, and a simple Hoya R72 visible light blocking filter is all that's needed to take advantage of it.  The best thing is that unlike on an SLR, focusing (and metering even!) is as easy as ever.. I actually sold off nearly all of my Canon kit in order to purchase more M-mount lenses.  I thought I'd keep the Canon stuff for the things that a rangefinder isn't suitable for, but it turned out that for what I was shooting a rangefinder could do 90% of it.  One thing that turned out to be pretty neat was that when I put my Canon ST-E2 wireless controller on my M8, I found out that if I used the 580EX II Speedlights set in manual wireless mode I could fire them off with a maximum sync-speed of 1/90th second!  I just had to make sure that the M8 wasn't set to second curtain sync or it'd miss the flash, but I was surprised that this worked at all.  In the end though, the 580s were sold and I've picked up some Nikon SB-24s and SB-28s that work great with the M8.. Anyway,  I really like the M8, but it's not a camera for everyone, and there's times that I really miss having a DSLR.  Having such an anachronistic camera is always going to be a bit of a struggle unless you're either wealthy enough to not really care about it, or have a specific enough shooting style that you can make the most of it.  I wouldn't really say that I'm either of those things, but every now and then everything comes together correctly and the M8 is the greatest camera I've ever used.
Canon PowerShot SD850 IS 8.0 MP Digital Elph Camera with 4x Optical Image Stabilized Zoom	03-AUG-14	5	The pictures are clear and it does great work. I am in no way a professional ...	I have had this camera for 6 years and I have never had an issue with it. The pictures are clear and it does great work. I am in no way a professional photographer just use it for basic pictures that are a little above average I would say.
Canon PowerShot SD850 IS 8.0 MP Digital Elph Camera with 4x Optical Image Stabilized Zoom	11-AUG-14	5	Five Stars	Takes great photographs in digital format.
