Product	Date_Posted	Star_Rating	Title	Review_Text
The Fiery Cross (Outlander Book 5)	17-JUL-14	5	I am right there in the middle of this wonderful story! I can't put it down	I am right there in the middle of this wonderful story !  I can't put it down.  Love the way this author writes !!!
The Fiery Cross (Outlander Book 5)	18-JUL-14	5	Loved it! Knew that I would	Loved it!  Knew that I would!
The Fiery Cross (Outlander Book 5)	18-JUL-14	5	I thought this book was great, even though I heard it was not as ...	Once again the series does not fail.  I thought this book was great, even though I heard it was not as exciting as the others.  You have to read it regardless because if not you won't know what's going on when you read the next.  I thought it was perfect and it was long but filled with information and of course Claire and Jamie!
The Fiery Cross (Outlander Book 5)	19-JUL-14	5	Five Stars	Excellent book, enjoyed very much and was looking forward to reading the next in the series.
The Fiery Cross (Outlander Book 5)	19-JUL-14	5	I love the whole Outlander Series	I love the whole Outlander Series.  This is the longest one I believe, and some people are put off by that.  I was thrilled that it was lengthy because I loved every single word of it.  Ms. Gabaldon is a fantastic writer, very descriptive, and I almost felt like i was living it.
The Fiery Cross (Outlander Book 5)	19-JUL-14	5	continues to hold you on edge for each page to come	I will be sad when I have finished the series!! The characters are riveting! Thank you for a wonderful storyline :)
The Fiery Cross (Outlander Book 5)	19-JUL-14	5	Five Stars	love this series, can't wait to see how the TV Series aligns
The Fiery Cross (Outlander Book 5)	19-JUL-14	5	Five Stars	Love love love all of the books!!!
The Fiery Cross (Outlander Book 5)	19-JUL-14	4	One more great read in the series	not as fast paced as other books in this series but interesting none the less. I am so hooked on these books but I read only one a quarter as they are so long. I cannot wait for the Outlander series to begin on Starz and see how far they go. I was sorry for Roger in this but he and Jamie have come to a great understanding. Hector Cameron's tomb was a surprise. There is enough left to the curiosity to want to read the next and the next and on. Diana Gabaldon writes with such detail but not to the point that it is annoying.. The books are no longer the romance and lives of Claire and Jamie but so many others.
The Fiery Cross (Outlander Book 5)	20-JUL-14	5	Jamie and Claire are awesome	I love this series and it just keeps getting better and better. Love Jamie and Claire
The Fiery Cross (Outlander Book 5)	20-JUL-14	5	Captivating action around every turn	5 staff are easy here! The imagery she creates, the vocabulary she uses, the way she brings history to life, the fact that there is constant action with each step being less predictable than the last and mostly the way you get to know the enthralling characters better than many of the people in your own life all make this book an exciting page turner. I can't wait to get to the next book in the series!
The Fiery Cross (Outlander Book 5)	20-JUL-14	5	Outstanding	Keeps you wanting to know what happens next. The deep devotion Jamie shows for Claire & Claire for Jamie details what true love is, through the good & bad times.
The Fiery Cross (Outlander Book 5)	21-JUL-14	3	My least favorite of the books so far	My least favorite of the books so far. Too much unnecessary information in middle of book. Ending was much better.
The Fiery Cross (Outlander Book 5)	22-JUL-14	5	Loved it again 3rd time through!	Purchased this for my kindle to read the book for the 3rd time.  I rarely purchase books and rarely read them a 2nd time, much less 3.  This series is my favorite of all time and good enough that I now am purchasing all of the books for my kindle in addition to the hardcovers I own.  There's so much detail in them, that each succeeding reading is enjoyable to absorb more of that detail.  The first time through, I flipped pages very quickly to find out what's next.  Excellent, excellent series for those who love huge books with great characters, history, a little fantasy and some romance.
The Fiery Cross (Outlander Book 5)	24-JUL-14	5	Another great book!	Diana does it again, another great book in the Outlander series. I cherish the time I get to spend with Jamie and Claire.
The Fiery Cross (Outlander Book 5)	24-JUL-14	5	Five Stars	I love the entire series so far. can't put it down!
The Fiery Cross (Outlander Book 5)	25-JUL-14	5	Wonderful Series	This series is one that you can read and reread because the characters jump off the page thanks to Gabaldon's vivid imagery and her ability to convey true emotion through the written word.
The Fiery Cross (Outlander Book 5)	27-JUL-14	5	Excellent!	Can't wait for the next book! I love the way fiction, history, mysticism, and herbal lore are all woven together.
The Fiery Cross (Outlander Book 5)	27-JUL-14	5	All the characters we have come to love in earlier volumes struggle to persevere against the forces ...	Gabaldon continues to deliver.  All the characters we have come to love in earlier volumes struggle to persevere against the forces of nature, conspiracies of the powerful, and early skirmishes preceding the Revolutionary War.  Their children  grow into strong characters, and the love between Jamie and Claire overflows into own hearts.  Love and appreciation for my own wife and grown children rings louder in my soul as it resonates with the love expressed by Jamie and Claire, Brianna and Roger.  I wish thee stories might never end.
The Fiery Cross (Outlander Book 5)	27-JUL-14	5	Superb	Easily as spellbinding as the first four. Her story telling skills make you think you are reading about real people.
The Fiery Cross (Outlander Book 5)	28-JUL-14	5	I Love The Outlander Series	They just get better with each one. The saga continues! LOVE<LOVE LOVE & LOVE!!!!
The Fiery Cross (Outlander Book 5)	29-JUL-14	3	Liked seeing my characters again	Liked seeing my characters again.  But only a few exciting encounters and events in this issue for me.  But still loved all of her. works so did read through. Missed this one when reading the rest, and that may have been what through if off for me.  So I don't want her readers to be disappointed. But a good read.
The Fiery Cross (Outlander Book 5)	30-JUL-14	5	Five Stars	While the first one was the best, this was a very good read.
The Fiery Cross (Outlander Book 5)	31-JUL-14	5	Love these books!	I love these books (despite the overuse of the word "tang"). This one had several sections that made me feel I wasn't smart enough to read it and some that were so upsetting that I had to stop reading for a bit. But now hi have to buy the next one right away!
The Fiery Cross (Outlander Book 5)	31-JUL-14	5	Five Stars	Excellent continuation of her wonderful series! I recommend the entire series to those who like historical fiction/adventure and romance.
The Fiery Cross (Outlander Book 5)	01-AUG-14	5	Favorite of the Series	For the first time sequentially in the books I felt like I was able to breathe as I read.  I could enjoy the characters.  I also appreciated, that unlike drums of autumn and previous books, the characters actually communicated with eachother--in otherwords, the whole ordeals of drama weren't based on being bad communicators, but on legitimate outside threats and the hardships of living in the late 1700s.  Although I am not done with snow and ashes yet, so far, I like fiery cross at least as well.
The Fiery Cross (Outlander Book 5)	01-AUG-14	5	Five Stars	I love this series
The Fiery Cross (Outlander Book 5)	01-AUG-14	5	Five Stars	I am in love with this series! Cant wait for Outlander to come out on Starz!
The Fiery Cross (Outlander Book 5)	01-AUG-14	5	The Fiery Cross is a Wonderful history of Jamie & Claire	The Fiery Cross is a Wonderful history of Jamie & Claire.  Diana Gabaldon books put you right into that place and time.  Wonderful Book!  Especially love it in my Kindle.
The Fiery Cross (Outlander Book 5)	02-AUG-14	3	I had to keep reading but...	I think there wasn't enough plot to keep the characters as interesting as in previous books. I would cry if Jamie or Claire were to die. If it happened to Brianna, Roger or even Jemmy, I'm not sure I'd care.
The Fiery Cross (Outlander Book 5)	02-AUG-14	5	Five Stars	Great book. Great book! Love !
The Fiery Cross (Outlander Book 5)	03-AUG-14	5	another great book	This was another great book in Jamie and Claire's life I love this series. Can't wait to read more now.
The Fiery Cross (Outlander Book 5)	03-AUG-14	4	awesome	Continues to be so detailed. Diane paints pictures with words and effortlessly transports the reader to another world. Bravo! And so forth
The Fiery Cross (Outlander Book 5)	03-AUG-14	5	Read many times	These are great books. I have actually read and reread them from pure enjoyment many times. I would definitely recommend them.
The Fiery Cross (Outlander Book 5)	04-AUG-14	5	This is one of my favorite books in the Outlander series	This is one of my favorite books in the Outlander series.  It is good to see Bree's character finally mature--motherhood will do that! Favorite scene: Bree, Marsali, & Claire kill a buffalo in the courtyard.
The Fiery Cross (Outlander Book 5)	04-AUG-14	5	Great book!	Great series.  I am re-reading to refresh my mind for the newest book.
The Fiery Cross (Outlander Book 5)	04-AUG-14	4	Four Stars	Good but a bit drawn out at times.
The Fiery Cross (Outlander Book 5)	05-AUG-14	4	Can't stop reading about them! It's bordering obsessive!!!!	A verra good book. Not my favorite, but still a good read. 
The Fiery Cross (Outlander Book 5)	05-AUG-14	5	Diana Gabaldon has become my favorite writer. The scenes and episodes in her books ...	Diana Gabaldon has become my favorite writer.  The scenes and episodes in her books are written with such clarity that I feel as if I am 'in' the experience.  The characters are portrayed as complex human beings with full-blown personalities: quirks, foibles, strengths, weaknesses, talents.  I love this book.  I recommend reading the series, beginning with The Outlander, but each of her books in the series can stand alone just as well.
The Fiery Cross (Outlander Book 5)	05-AUG-14	5	Five Stars	Marvelous!! All of her books are a tremendous read!
The Fiery Cross (Outlander Book 5)	05-AUG-14	5	Another great Outlander	I loved this 5th book in the series.  Yes, as other reviews have said it tells a lot about life in the time period.  It also tells a lot about Roger and Brianna.  There is quite a bit of action and definitely moves the characters along so that you are looking forward to the next story.  It is quite long, but those who found it boring just didn't understand the joy of reading.
The Fiery Cross (Outlander Book 5)	06-AUG-14	5	... second time to read The Fiery Cross and I loved it even more	This is the second time to read The Fiery Cross and I loved it even more!  I'm re-reading the first 7 novels of the Outlander series which I first began reading in 1997 and I think I appreciate the books even more than I did the first time.  It may be because my 3 children are all out of the house and I'm less distracted!
The Fiery Cross (Outlander Book 5)	06-AUG-14	5	The Fiery Cross	I am one third through this book and I a really enjoying it. as I do all of Diana Gabaldon's books. She is definitely a gifted writer.
The Fiery Cross (Outlander Book 5)	07-AUG-14	5	I'm looking forward to watching the TV series but I'm hoping it will be a lot like the books	I'm just starting the 6th book but I was hooked from the very start I can hardly wait to finish the series. I'm looking forward to watching the TV series but I'm hoping it will be a lot like the books.
The Fiery Cross (Outlander Book 5)	07-AUG-14	5	Five Stars	Loved it, need more new ones.
The Fiery Cross (Outlander Book 5)	07-AUG-14	4	Fabulous series. Each book is a page turner!	Fabulous series.  Each book is a page turner!
The Fiery Cross (Outlander Book 5)	08-AUG-14	5	The whole series is great!	She hasn't written a bad book yet!  I even ordered STARS so that I could watch the series.
The Fiery Cross (Outlander Book 5)	08-AUG-14	5	Loved it, reading the next one	Loved it , reading the next one!
The Fiery Cross (Outlander Book 5)	10-AUG-14	3	At times it felt like an obligatory read just so I could get through ...	It needed a little more action.  At times it felt like an obligatory read just so I could get through the book and move on to the next one. According to reader's reviews on what is coming next, I won't be disappointed.  Thank you to Diana for an amazing series which has now become part of my life.
The Fiery Cross (Outlander Book 5)	10-AUG-14	5	So far the best in the series!	Alot happens in this book and the last chapters are really surprising!  Already into the next book which is equally as exciting!
The Fiery Cross (Outlander Book 5)	11-AUG-14	5	The saga and story continues with Claire, Jamie, ...	The saga and story continues with Claire, Jamie, Brianna and Roger.  Just immerse yourself and continue the journey along with them,
The Fiery Cross (Outlander Book 5)	12-AUG-14	5	... get hooked on this series and each book is great.	You get hooked on this series and each book is great.
The Fiery Cross (Outlander Book 5)	13-AUG-14	5	Llmcdonaldrn	Every book this lady has been like being under a spell. You cannot put it down. Never boring, never want to skip anything. You may miss a very important detail. Cannot wait to start the next book. Watch the premier of the series. It was great. But, I prefer the written word. Never can get everything important detail on screen. What will I read to outshine or even compare to this series? Thanks to Diana for her wonder books.  : - )
The Fiery Cross (Outlander Book 5)	13-AUG-14	5	Amazing!	This saga only continues to get better with each new book. Diana Gabaldon certainly knows how to tell a story!
The Fiery Cross (Outlander Book 5)	13-AUG-14	5	The great story continues	The great story continues. I love when I read her books that I am carried away to the story. The characters and scenes are so well developed that you feel as if you are apart of the story. I love reading this series.
The Fiery Cross (Outlander Book 5)	13-AUG-14	5	Five Stars	Couldn't put the book down.
The Fiery Cross (Outlander Book 5)	14-AUG-14	5	They are simply fantastic. This is the 5th one and I just ...	Diana always gets 5 stars for her Outlander series.  Goodness, if you haven't read them, you really need to get a move on!  They are simply fantastic.  This is the 5th one and I just got done reading it for the third time.  I've read the first 4 of them 4 times now and I never tire of them.  They are just like visiting old friends.  I'm now reading the 6th one (A Breath of Snow and Ashes) and since I've only read it once, it's like a whole new chapter again!  Do start reading the Outlander series; you won't be one bit sorry!
The Fiery Cross (Outlander Book 5)	14-AUG-14	5	love it!	I read these books like eating candy! This is my second go around and they are better this time! I find my self reading them slower and catching the humor I missed!
Assassin's Quest: The Farseer Trilogy Book 3	15-JUL-14	5	OUTSTANDING	I am going to run out of adjectives for Robin Hobb's books. I have just stayed up till 6 am reading this book as I couldn't bear to put it down until I learned FitzChivalry's fate. As are the first two books in the trilogy, this book is beautifully written, and will keep you enthralled throughout its 750+ pages. I can't wait to start another series written by this author.
Assassin's Quest: The Farseer Trilogy Book 3	15-JUL-14	5	A+	best series I've read in a while, and its not evil.
Assassin's Quest: The Farseer Trilogy Book 3	15-JUL-14	3	I liked the over all plot	A much more confused and muddled ending than the previous 2 books. The story over all could have used a bit more editing. I liked the over all plot, but getting from point A to point B seemed forced at times. Still there were points i laughed out loud and felt genuine thrills, so i give it 3 stars. Can't say much about the story cause theres huge spoilers (especially on the cover, hello?)
Assassin's Quest: The Farseer Trilogy Book 3	17-JUL-14	5	Great character development	One of the top fantasy trilogies I've ever read. Great character development, great storytelling. I was lucky to find book one on sale for .99 cents on Amazon and was hooked.
Assassin's Quest: The Farseer Trilogy Book 3	22-JUL-14	2	Not quite as boring as IRS worksheets...	I found myself 20% through this book thinking that something would happen.  40%, same thoughts.  Then a conflict!  Then more waiting.  waiting.  til about 96% through.  Ms Hobb takes character development to a new level and beats you over the head with the lack of character that FitzChivalry displays and his incessant whining.  And, did the villain even appear?  Spoiler alert -->  you get shortchanged, just as you did upon purchase of this book.. My suggestion:  read the wikipedia article and count it a win.  Supposedly the Liveship Traders and Tawny Man trilogies are worthwhile, but I'm not going to touch them myself.
Assassin's Quest: The Farseer Trilogy Book 3	22-JUL-14	5	Fantastic fantasy book that wraps up the trilogy nicely	Fantastic fantasy book that wraps up the trilogy nicely. It was a rather slow build up to a fantastic climax. Really enjoyed this whole series, and look forward to reading the next one.
Assassin's Quest: The Farseer Trilogy Book 3	23-JUL-14	3	Ends trilogy, but not as good at others	Third in a great series, this book slows way down. The story could have been told in 200 pages rather than 750, or those extra pages could have been used to lay more of a background for all the twists and turns at the end. Still, I'm glad I finished the series.
Assassin's Quest: The Farseer Trilogy Book 3	24-JUL-14	4	A Successful Quest	I enjoyed this as much the second time around--I guess the Farseer trilogy was my first acquaintance with Robin Hobb. I have sought out and read all of her books in the Six-Duchies world since then. Some weeks ago I lucked onto a Kindle freebie of  Assassin's Apprentice, and grabbed it up. I read it right away. I guess the promo was to build up interest in the new trilogy, just coming out featuring Fitz and the Fool (finally!). I happened to own the second Farseer book, Royal Assassin, and naturally had to read it again, as the first vol. reminded me how much I liked these characters and their world. Then I bought a copy of Quest on Amazon Marketplace. It is a longer and richer book than the first two and is a worthy conclusion to the trilogy. I was unhappy with Fitz's treatment of Molly. How can he be so clueless? But then I realized his world growing up was almost exclusively male, and those males indeed for the most part didn't have women playing any significant role in their lives. So it makes sense, sadly, and anyway, as near as I can figure, he was only about nineteen years old at the end. I recommend this book (and the trilogy as a whole). I believe it holds its own compared to fantasy being written today, and look forward to finding out if the new Fitz trilogy will be up to the challenge of continuing the story. P.S. The Tawny Man trilogy is actually a continuation of the story of FitzChivalry and the Fool, so I plan to reread that set also before dipping into the current book coming out this month. Incidentally, I don't know why this review is listed as being for the Kindle edition. I have the mass-market paperback. But I guess the text is the same, either way, so no biggie.
Assassin's Quest: The Farseer Trilogy Book 3	26-JUL-14	4	Assassins quest	Very good did not want to put it down.. The pace of the story keeps you turning pages as fast as possible to find out what happens next.
Assassin's Quest: The Farseer Trilogy Book 3	27-JUL-14	5	Exceptional Reading	This is my new fave author and I love this third in the trilogy!  Characters are real as life.  I spent much time contemplating them and felt I knew them extremely well, especially the main character, FitzChivalry. The adventurous story is captivating and unresistable.  I purchased it to take on a trip, but read it all before I left.  I am now starting her sequel trilogy, the Tawny Man, Fool's Errand.
Assassin's Quest: The Farseer Trilogy Book 3	01-AUG-14	4	Four Stars	Great way to end the series
Assassin's Quest: The Farseer Trilogy Book 3	10-AUG-14	4	Thrilling conclusion to this epic fantasy	Assassin's Quest by Robin Hobb. Four stars for a sweeping epic. I highly recommend this classic trilogy but be warned it takes a commitment from the reader to make it through the entire trilogy!. Spoilers.. Gone is the almost claustrophobic setting of the first two books where Fitz rarely leaves Buckkeep. This story spans a much greater distance and epic journey.. Fitz is not the sharpest knife in the drawer - that much hasn't changed from the first two books in the trilogy. This is a character trait that usually drives me mad in most books, but that's because authors usually try to convince the reader that main character isn't dumb as a post - usually be having the other characters fawn and praise him. Not so with Fitz, both Chade and Burrich in the first part of the book and many others as the story progresses point out the character's flaws.. Fitz as always is the Catalyst as the Fool (whose real name is never revealed!) often calls him and never the true driver of the action. Never the hero. He botches nearly everything he touches and in the end saves the day almost by sheer luck.. The story opens where book 2 left off. Fitz has been resurrected from the dead and must recall that he is human. It is a long task that Burrich takes on with patience of a saint.. Once he finally comes to himself, Fitz wastes his one advantage, the fact that everyone believes him dead, before charging forward with an ill-conceived and poorly executed attempt on Regal's life. After that he is running for his life. He is captured no less than three times and Robin Hobb never spares our characters any grief or torture.. The main flaw with this book is that it is massive! Much happens from the beginning when Fitz awakens still believing himself a wolf and the end when Verity finally wins back his Kingdom and defeats the Red Ships.. Mostly, Fitz travels, meets various people who pointout his flaws including his continued drug addiction (Elf Bark which in the first two books was used without a hint that it was problematic is revealed as very dangerous perhaps even disastrous in book three) . Fitz continues to trust people when he shouldn't and reveal secrets that threaten those he loves. Time and time again he fails to put the pieces of the puzzles together. At one point Verity states something off handedly that was obvious to the reader (at least me) but completely missed by Fitz. By how easily Verity comes to realize it, I think we are meant to find Fitz a little lacking in the perception skills!. It is a long journey told in great detail. Dragons are not even mentioned until about 70% through the book - they are never foreshadowed and so their appearance is a little too abrupt. Not surprising, since a dragon appears on the cover, but still some foreshadowing would have served the story better.. It is riveting and the writing continued to draw me in, though perhaps like George RR Martin, Robin Hobb likes to torture her readers a bit.
Assassin's Quest: The Farseer Trilogy Book 3	11-AUG-14	3	Too Much Pain, Too Much of a Worldbuilding Wrench	This was a painful to read as it was for the main character to live.  The book could have been two hundred pages shorter without all of the introspection.  Some might like to wallow in pain and guilt, but not me. I like the characters to struggle, but not here when it goes on and on.  The satisfaction of the conclusion was marred by a large shift in worldbuilding scope.  It detracted from the story, in my opinion. Hobb's character development of the other characters continued to be interesting.  Her writing style is very accessible.
Assassin's Quest: The Farseer Trilogy Book 3	11-AUG-14	5	Five Stars	Excellent story line and ending.
Assassin's Quest: The Farseer Trilogy Book 3	12-AUG-14	5	Tremendous end to a tremendous trilogy	The Farseer trilogy starts very well-- excellent characterization, well-written dialogue (internal and well as external), and a nice take on the classic epic fantasy.  It continues even better: as the story develops over three 'long-novel-length' volumes, it becomes fascinatingly less straightforward, adding a level both metaphysical and metaphorical, while never leaving the fantasy format.  Hobb's take on dragons is particularly novel.    The Farseer Trilogy's characters are well drawn, complex emotionally, and consistently interesting.  Even the evil arch-enemy has a well-formed psychological background, explaining (without excusing) his actions.  The protagonist's character especially develops over the three volumes, as he grows in maturity and abilities, and has to learn to deal with difficulties and setbacks.    The trilogy's complexity ensures that it is not to be read out of order, or just once-- this isn't a 're-read' but a easily a three-read or more.    And if you have never read this trilogy?  Then I envy you, for your opportunity to enter into Hobb's Kingdom of the Six Duchies for the first time.
Assassin's Quest: The Farseer Trilogy Book 3	13-AUG-14	3	Trilogy gets stuck in the mud, over and over again.	This trilogy was okay, overall, but I had one problem with the way it kept on regressing.  It was a very cool concept overall, but the execution was lacking, pun intended.  As an assassin, he hardly assassinated anyone.  Every time it seemed like the story was going to actually move forward, something happens to halt it in its tracks and then you spend more time reading about how the protagonists work themselves back into shape to move forward again.  This happens often enough to get annoying.  If you're going to feature tragic adversity, that's cool, but often it's pointless adversity that could have been avoided if the characters were as smart as they're built up to be, and the villains were as dumb as they were built up to be.  It just swings back and forth too much without consistency.
Assassin's Quest: The Farseer Trilogy Book 3	14-AUG-14	4	Great series, but I was disappointed with the "blah" ...	Great series, but I was disappointed with the "blah" ending.  Sort of a let-down after a great ride.  But don't let that stop you from reading all three books!
Royal Assassin: The Farseer Trilogy Book 2	15-JUL-14	5	A+	best series I've read in a while, and its not evil.
Royal Assassin: The Farseer Trilogy Book 2	20-JUL-14	5	Left me desperate to read book 3	Royal Assassin (Book 2 of the Farseer Trilogy) By Robin Hobb. Some things to remember when reading this book: this is not the Hero's story and Fitz is not a Hero. Robin Hobb's writing is always brilliant even when the story seems stalled.. I give this book, like the first in the series a 5 star rating. it is tough because at times it is frustrating, but in the end I think the frustration comes from the absolutely amazing way that the author sucks you into the lives of these characters. It is Fitz and who he is that is sometimes maddening. It is the utter feeling of helplessness as events unfold in front of the reader making one want to shout at the characters. That's excellent writing. These are not cardboard cutout super heroes. This story is a tragedy driven by the very human faults of all the characters.. The second book in the series opens not long after the events concluded in book 1. Fitz is convalescing in the mountains having been poisoned (twice), beaten, and drowned and yet somehow still alive.. He isn't doing well, as the combination has left him with lingering aliments including seizures. The book gets off to a slow start as the story spends too much time in the mountains as Fitz contemplates his fate.. He eventually gets back to Buckkeep and the story is pretty slow and frustrating until nearly the end. There are repetitive scenes with the King who is deteriorating  (poisoned, self-medicating, or is he being killed after all?), while no one seems to be able to act. Regal plots politically. Verity continues Skilling to protect the kingdom. Fitz goes on an all too brief stint with the newly minted fleet before returning to the claustrophobic and repetitive life at court.. Fitz seems ever the observer in this intensely troubled time. He is sent out on missions to kill forged ones but for the most part he talks. He talks with Verity, Lady Patience, Queen Kat, King Shrewd, and his mentor Chade. there is a lotof talking going on and not so much action.. He reconnects with Molly who has been taken on as a servant to Lady Patience. At first he must watch her from a far having been warned that he isn't to compromise her reputation - there is a lot of that in this story. The society is a prudish one to say the least. Despite the warnings and the danger, they become lovers and Fitz pursues the right to marry her with no luck. The King has other plans for Fitz.. Fitz rescues a wolf cub and despite all bad experience he has had and his own intentions, he bonds with the creature called Nighteyes. He must keep the relationship secret and somehow manages to do that until nearly the end.. Verity decides that they are losing the war with the Red Ships, who they are no closer to understanding than in the first book, and throws a Hail Mary by going on a quest to find help from the perhaps mythical Ederlings.. After he leaves things really go to hell in the Kingdom as Regal solidifies his hold going so far to claim Verity is dead. Fitz knows he is not as he is able to contact him via Skill.. By the end of the novel, all the plans and machination of Burich, Fitz, and Chade are shattered. Everyone except Burrich and Chade believe Fitz dead. King Shrewd is dead. Regal is in power; crowned as King. Verity is still missing. Kettricken  is pregnant and in hiding. The six duchies are split and in a mess as Regal flees inland abandoning half 'his' Kingdom.. Throughout the first two books all the 'magic' has been subtle and mental - mostly consisting of telepathy and some mental influence. There are hints of healing powers too, but in the end Burrich essentially brings Fitz back from the dead. It is far greater magic than has been hinted before in the book.. I immediately started book 3 when I finished this one. Seriously, I was riveted.
Royal Assassin: The Farseer Trilogy Book 2	22-JUL-14	5	An excellent read	For someone who enjoys reading action, adventure and intrigue, this is an excellent series for you. This is the second of a three book series. So you more or less need to read all three to understand the gist of the story. Robin Hobb is one of those authors whose books call to you to come and continue reading them. You won't be disappointed; she builds a good story with strong characterizations. Several other books have sprung from this series regarding characters that have met and enjoyed while reading these books.
Royal Assassin: The Farseer Trilogy Book 2	24-JUL-14	5	Couldn't put it down	The Farseer series is addictive, making you want to join in FitzChivalry's fight for his king, his people, & his ladylove.  It draws you in like the Outlander, Darkover, & Dune series.
Royal Assassin: The Farseer Trilogy Book 2	24-JUL-14	4	First book was better. held my interest and ended in a grand ...	First book was better. held my interest and ended in a grand way. Just started the final book of the trilogy and very anxious to see how it ends.
Royal Assassin: The Farseer Trilogy Book 2	26-JUL-14	5	Continues the series very well.	Sequels often are not as good as the original but this is a smooth continuance. I plan to buy the next and look forward to the rest of the series.
Royal Assassin: The Farseer Trilogy Book 2	27-JUL-14	4	Thoroughly engaging page turner	wonderful mind-candy.  Can't wait to get lost in the next book.
Royal Assassin: The Farseer Trilogy Book 2	28-JUL-14	5	I got to disappear for a time into this world ...	I got to disappear for a time into this world so that's why I gave it stars, Not for get work, or sound writing skills or deep meaning. Just a romp with intriguing characters.
Royal Assassin: The Farseer Trilogy Book 2	03-AUG-14	4	Good, but not as good as the first volume	Reading this right after Assassin's Apprentice, I didn't think this carried through on the energy of the first book.  Perhaps it's because I knew the characters too well.  My liking of the main character drifted off as he made poor decisions.  I know that's a plot device, but since this book is in first person, it becomes very amplified.  Because of that, I dropped my rating from the five stars given the first book in this series.
Royal Assassin: The Farseer Trilogy Book 2	04-AUG-14	4	great book, highly recommended!	Hobb is a masterful writer and really draws you into her stories. I'll be short here because I need to start the last book now!
